,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
6000,Male,0,No,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),928.4,No
6001,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,No
6002,Male,0,Yes,No,6,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,460.25,Yes
6003,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6506.15,No
6004,Female,0,Yes,Yes,67,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),5598.3,No
6005,Male,1,No,No,60,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,4374.55,No
6006,Male,0,Yes,Yes,23,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),678.75,No
6007,Male,0,No,Yes,39,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),2191.7,No
6008,Male,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,239.75,No
6009,Male,1,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5485.5,Yes
6010,Male,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,609.05,No
6011,Female,0,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,683.75,No
6012,Female,0,Yes,Yes,5,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,404.2,Yes
6013,Female,1,Yes,No,50,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,5189.75,No
6014,Female,0,No,No,54,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5060.9,No
6015,Female,0,No,No,3,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,233.65,No
6016,Male,0,No,No,68,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,7176.55,Yes
6017,Male,0,No,No,5,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,291.45,No
6018,Male,0,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,689.75,No
6019,Female,0,No,No,41,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3263.9,No
6020,Female,0,Yes,Yes,34,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,1993.2,No
6021,Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,254.5,No
6022,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),347.65,No
6023,Female,1,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),967.9,No
6024,Female,0,Yes,No,3,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),242.95,Yes
6025,Female,0,No,Yes,41,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1841.9,No
6026,Female,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),232.1,No
6027,Male,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),809.25,No
6028,Male,0,Yes,No,12,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),866.45,Yes
6029,Male,0,No,No,4,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,360.55,No
6030,Female,0,No,No,43,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2076.2,Yes
6031,Female,1,Yes,Yes,12,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,355.9,No
6032,Male,1,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,7299.65,Yes
6033,Male,1,No,No,25,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2291.2,Yes
6034,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,129.15,No
6035,Male,1,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,7491.75,Yes
6036,Female,0,Yes,No,53,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,5835.5,No
6037,Male,1,No,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7031.45,No
6038,Female,0,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7723.9,Yes
6039,Male,1,Yes,No,27,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),1032,Yes
6040,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,Yes
6041,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,109.6,No
6042,Female,1,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,727.8,No
6043,Male,0,No,No,3,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,130.75,Yes
6044,Female,0,No,Yes,12,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,893,No
6045,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),763.1,No
6046,Female,0,No,No,9,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),781.4,No
6047,Male,0,Yes,No,13,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,902.25,No
6048,Male,1,Yes,No,29,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2653.65,Yes
6049,Female,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1016.7,No
6050,Male,0,Yes,No,61,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),5943.65,No
6051,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,275.7,No
6052,Female,0,Yes,Yes,41,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,3126.45,No
6053,Female,0,No,Yes,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,1070.15,No
6054,Female,0,Yes,Yes,36,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3457.9,Yes
6055,Female,0,No,No,6,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,340.4,No
6056,Female,0,No,No,58,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),4299.2,No
6057,Male,0,No,No,19,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1093.2,No
6058,Male,0,Yes,No,11,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),521.9,No
6059,Female,0,No,No,39,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),1630.4,No
6060,Female,1,No,No,8,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,713.6,No
6061,Female,0,No,Yes,26,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1265.65,No
6062,Female,1,No,No,53,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4003.85,No
6063,Female,0,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1401.4,No
6064,Male,0,No,No,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,Yes
6065,Male,0,No,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1510.5,No
6066,Male,0,No,No,2,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,178.1,Yes
6067,Male,0,No,No,7,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,264.8,No
6068,Female,0,No,Yes,12,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,480.6,Yes
6069,Male,0,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),4541.9,No
6070,Male,0,Yes,Yes,61,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4976.15,No
6071,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7542.25,No
6072,Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,251.25,No
6073,Female,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1595.5,No
6074,Male,0,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,Yes
6075,Female,0,No,No,10,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,685.55,No
6076,Female,0,Yes,Yes,65,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),3874.1,No
6077,Female,0,Yes,No,62,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,6891.4,No
6078,Female,0,Yes,No,55,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4916.95,No
6079,Female,0,Yes,No,25,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1373,No
6080,Male,0,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,Yes
6081,Male,0,No,No,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,No
6082,Female,0,Yes,No,59,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,6039.9,Yes
6083,Male,1,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1548.65,No
6084,Male,0,Yes,No,36,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3440.25,No
6085,Female,0,No,No,3,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,151.3,Yes
6086,Male,0,Yes,No,61,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,4226.7,No
6087,Male,0,No,Yes,26,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),1023.75,No
6088,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,Yes
6089,Female,1,Yes,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,Yes
6090,Male,0,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),7074.4,No
6091,Male,1,Yes,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,156.35,Yes
6092,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),6849.75,No
6093,Female,0,Yes,No,71,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,3263.6,No
6094,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1252.85,No
6095,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.55,No
6096,Female,1,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,No
6097,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5750,No
6098,Male,0,Yes,Yes,21,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1549.75,No
6099,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1810.55,No
6100,Female,1,Yes,No,29,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2952.85,Yes
6101,Female,1,No,No,69,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7467.55,No
6102,Female,0,Yes,No,64,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5484.4,No
6103,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),294.9,No
6104,Female,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,97.5,No
6105,Female,0,No,No,52,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),5916.45,Yes
6106,Male,0,No,No,2,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,113.35,Yes
6107,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,No
6108,Male,0,No,No,18,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,476.8,No
6109,Female,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,101.65,No
6110,Female,0,Yes,No,19,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,1130.85,No
6111,Female,0,No,No,40,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),3532.25,No
6112,Female,1,Yes,Yes,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,6891.45,No
6113,Male,0,No,No,21,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1570.7,No
6114,Male,0,No,No,8,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,520.95,No
6115,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7854.9,No
6116,Female,0,No,No,48,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),3581.4,No
6117,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1447.9,No
6118,Male,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8547.15,No
6119,Female,0,No,No,14,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),727.85,No
6120,Male,0,No,No,6,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,357.6,No
6121,Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),159.35,No
6122,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,280.85,No
6123,Male,0,No,No,65,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,6069.25,No
6124,Female,0,Yes,Yes,57,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,3274.35,No
6125,Male,0,Yes,No,13,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1359,Yes
6126,Male,1,No,No,19,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1777.9,Yes
6127,Female,0,Yes,No,56,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),6109.65,No
6128,Female,0,Yes,No,14,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1122.4,No
6129,Male,0,Yes,No,52,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2020.9,No
6130,Female,0,No,No,58,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3795.45,No
6131,Female,1,No,No,47,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,4504.55,Yes
6132,Female,0,No,No,67,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3579.15,No
6133,Male,0,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.7,No
6134,Male,1,No,No,6,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),276.5,No
6135,Male,0,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8175.9,No
6136,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),890.35,No
6137,Female,0,No,No,5,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),259.8,Yes
6138,Male,1,Yes,No,67,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5588.8,No
6139,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.6,No
6140,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58,No
6141,Male,1,Yes,No,52,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5568.35,Yes
6142,Female,0,Yes,No,42,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2203.65,Yes
6143,Male,0,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,938.95,No
6144,Male,1,Yes,No,23,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,2024.1,No
6145,Female,0,Yes,Yes,67,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),3623.95,No
6146,Female,0,No,No,25,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2369.05,Yes
6147,Female,1,Yes,No,39,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,3877.95,No
6148,Female,0,No,No,69,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,4577.9,No
6149,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,No
6150,Male,0,No,No,32,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2871.5,No
6151,Female,0,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,672.55,Yes
6152,Female,0,No,No,16,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1573.7,Yes
6153,Male,0,Yes,Yes,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1270.55,No
6154,Female,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7711.45,No
6155,Male,0,Yes,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,126.05,Yes
6156,Female,1,No,No,26,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2193.65,No
6157,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.55,Yes
6158,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.2,No
6159,Female,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),38.25,No
